# id,ConstantLostPacketCount,LostCount,LostDistWeight,LostPacketCount,inRcvry,inSS,Rlmrtt,Rlsrtt,Rsprtt,type
13800, 4, 2, 0.5612, 2, 1, 0, 1.5013, 0.9831, 0.9976, 0
13802, 6, 4, 0.3150, 1, 0, 0, 1.1711, 0.8152, 0.9742, 0
13803, 8, 5, 0.1654, 2, 1, 0, 1.0922, 0.7838, 0.9699, 0
13806, 12, 8, 0.0884, 2, 1, 0, 1.1177, 0.8259, 0.9757, 0
13808, 1, 1, 3.0000, 1, 0, 0, 1.1224, 0.7305, 0.9629, 0
13809, 2, 1, 1.4142, 2, 1, 0, 1.0900, 0.7839, 0.9701, 0
13810, 3, 2, 0.4582, 3, 1, 0, 2.0231, 1.3766, 1.0569, 0
13811, 2, 1, 2.8284, 2, 0, 0, 1.0969, 0.7597, 0.9669, 0
13812, 2, 1, 1.4142, 2, 0, 0, 2.1113, 1.4494, 1.0686, 0
13814, 1, 1, 1.0000, 1, 0, 0, 1.6026, 1.1421, 1.0207, 0
13816, 1, 1, 1.0000, 1, 0, 0, 1.0676, 0.8126, 0.9740, 0
13818, 5, 3, 0.1634, 2, 0, 0, 1.1151, 0.8568, 0.9800, 0
13819, 1, 1, 1.0000, 1, 0, 0, 1.3260, 0.9590, 0.9943, 0
13820, 2, 2, 0.3969, 1, 0, 0, 1.1477, 0.8482, 0.9787, 0
13821, 3, 1, 0.5774, 3, 0, 0, 1.1679, 0.8945, 0.9852, 0
13822, 5, 2, 0.2806, 2, 1, 0, 1.2024, 0.9301, 0.9902, 0
13823, 1, 1, 3.0000, 1, 0, 0, 1.0890, 0.8547, 0.9796, 0
13827, 3, 1, 1.1547, 3, 0, 0, 1.1595, 0.9503, 0.9929, 0
13828, 5, 2, 0.5612, 2, 1, 0, 1.2556, 1.0253, 1.0036, 0
13829, 2, 1, 3.5355, 2, 0, 0, 1.0869, 0.7661, 0.9677, 0
13832, 5, 4, 0.7875, 1, 0, 0, 1.1266, 0.8480, 0.9787, 0
13833, 8, 5, 0.3376, 3, 1, 0, 1.0898, 0.8391, 0.9776, 0
13834, 4, 1, 0.5000, 4, 0, 0, 1.5746, 1.2001, 1.0294, 0
13836, 2, 1, 1.4142, 2, 0, 0, 1.1535, 0.7956, 0.9718, 0
13837, 1, 2, 0.7937, 1, 0, 0, 1.0844, 0.7723, 0.9685, 0
13839, 3, 1, 1.1547, 3, 0, 0, 1.1049, 0.8504, 0.9791, 0
13840, 4, 1, 1.0000, 4, 0, 0, 2.8923, 1.9700, 1.1608, 0
13842, 1, 1, 1.0000, 1, 1, 0, 4.9703, 1.6197, 1.0971, 0
